t,ts_signal,ts_exec_next_open,signal,regime_active,close_tm1,close_tm2,mu_now,sigma_now,mu_prev,sigma_prev,lower_now,lower_prev
1607,2025-03-12 23:00:00+00:00,2025-03-13 00:00:00+00:00,EXIT,True,1910.61,1894.64,1902.0553333333335,27.31207495270587,1902.3083333333334,27.425068104848098,1861.0872209042745,1861.1707311760613
1610,2025-03-13 02:00:00+00:00,2025-03-13 03:00:00+00:00,EXIT,True,1907.01,1899.96,1898.8960000000002,23.83518346198886,1900.3926666666666,25.63911464063368,1863.1432248070168,1861.933994705716
1618,2025-03-13 10:00:00+00:00,2025-03-13 11:00:00+00:00,EXIT,True,1891.04,1875.51,1888.4053333333334,18.644935994050012,1887.6673333333335,18.96152805609879,1860.4379293422583,1859.2250412491853
1625,2025-03-13 17:00:00+00:00,2025-03-13 18:00:00+00:00,ENTER_LONG,True,1857.67,1875.41,1886.2163333333335,17.30410634952164,1887.6383333333333,16.63991467993617,1860.2601738090511,1862.6784613134291
1629,2025-03-13 21:00:00+00:00,2025-03-13 22:00:00+00:00,ENTER_LONG,True,1842.72,1851.82,1878.8373333333334,19.70564689513022,1879.44,18.84972413591243,1849.2788629906381,1851.1654137961314
1631,2025-03-13 23:00:00+00:00,2025-03-14 00:00:00+00:00,EXIT,True,1879.2,1862.29,1878.8373333333332,19.82485610428371,1878.5853333333332,19.866649228180258,1849.1000491769075,1848.7853594910628
1634,2025-03-14 02:00:00+00:00,2025-03-14 03:00:00+00:00,EXIT,True,1881.6,1874.6,1878.7066666666663,19.913836953792252,1878.595,19.906690793131165,1848.8359112359778,1848.7349638103033
1686,2025-03-16 06:00:00+00:00,2025-03-16 07:00:00+00:00,EXIT,False,1932.12,1926.74,1929.2803333333331,9.142407590758301,1928.5979999999995,9.654543110197709,1915.5667219471957,1914.116185334703
1690,2025-03-16 10:00:00+00:00,2025-03-16 11:00:00+00:00,ENTER_LONG,False,1907.76,1922.68,1930.0453333333337,8.538964313987684,1930.4679999999998,7.697801157906469,1917.236886862352,1918.9212982631402
1700,2025-03-16 20:00:00+00:00,2025-03-16 21:00:00+00:00,ENTER_LONG,True,1882.74,1896.11,1918.7786666666666,21.184330330589997,1920.3926666666669,20.198710838950973,1887.0021711707816,1890.0946004082405
1703,2025-03-16 23:00:00+00:00,2025-03-17 00:00:00+00:00,ENTER_LONG,True,1874.69,1889.57,1914.0040000000001,22.628054504677742,1916.107,21.792884794507284,1880.0619182429834,1883.417672808239
1708,2025-03-17 04:00:00+00:00,2025-03-17 05:00:00+00:00,EXIT,True,1908.85,1907.66,1907.4290000000003,19.390198615107938,1908.8286666666672,20.899057192982553,1878.3437020773383,1877.4800808771934
1713,2025-03-17 09:00:00+00:00,2025-03-17 10:00:00+00:00,EXIT,True,1903.73,1900.74,1902.0683333333334,15.903003926582207,1902.6843333333336,16.30818601875213,1878.21382744346,1878.2220543052053
1719,2025-03-17 15:00:00+00:00,2025-03-17 16:00:00+00:00,EXIT,False,1899.84,1898.66,1898.0759999999998,11.03032323491323,1898.8373333333332,11.881213724007983,1881.53051514763,1881.0155127473213
1742,2025-03-18 14:00:00+00:00,2025-03-18 15:00:00+00:00,ENTER_LONG,True,1879.81,1895.98,1912.1353333333334,16.094445363402734,1912.833,15.10105893637927,1887.9936652882293,1890.1814115954312
1744,2025-03-18 16:00:00+00:00,2025-03-18 17:00:00+00:00,ENTER_LONG,True,1881.02,1894.87,1910.7816666666665,17.23481555521331,1911.8400000000001,16.32560422567366,1884.9294433338466,1887.3515936614897
1746,2025-03-18 18:00:00+00:00,2025-03-18 19:00:00+00:00,ENTER_LONG,True,1876.78,1887.79,1908.8159999999998,18.686218022917334,1909.943,17.714382320589124,1880.786672965624,1883.3714265191163
1750,2025-03-18 22:00:00+00:00,2025-03-18 23:00:00+00:00,EXIT,True,1911.94,1906.56,1908.389333333333,18.748365783597137,1908.640333333333,18.844380680251145,1880.2667846579375,1880.3737623129564
1792,2025-03-20 16:00:00+00:00,2025-03-20 17:00:00+00:00,ENTER_LONG,True,1972.17,2003.78,2018.8423333333333,22.56240880806441,2017.893,24.976254209415263,1984.9987201212366,1980.4286186858772
1813,2025-03-21 13:00:00+00:00,2025-03-21 14:00:00+00:00,ENTER_LONG,False,1946.16,1966.81,1981.2259999999999,15.072396978140736,1983.453,14.656722951146556,1958.617404532789,1961.4679155732802
1820,2025-03-21 20:00:00+00:00,2025-03-21 21:00:00+00:00,EXIT,False,1973.93,1970.17,1972.9063333333331,12.472370660339141,1973.308,12.690985882375978,1954.1977773428243,1954.271521176436
1825,2025-03-22 01:00:00+00:00,2025-03-22 02:00:00+00:00,EXIT,False,1980.74,1965.75,1972.5149999999999,11.007568532605182,1972.0839999999998,10.929944373142979,1956.003647201092,1955.6890834402855
1849,2025-03-23 01:00:00+00:00,2025-03-23 02:00:00+00:00,EXIT,False,1985.52,1980.69,1985.1033333333335,8.133063929964436,1984.5916666666672,8.562278934696952,1972.9037374383868,1971.7482482646217
1872,2025-03-24 00:00:00+00:00,2025-03-24 01:00:00+00:00,EXIT,False,2005.99,1987.38,1999.6646666666666,9.325851429702743,1999.2203333333334,9.33144807745411,1985.6758895221124,1985.2231612171522
1874,2025-03-24 02:00:00+00:00,2025-03-24 03:00:00+00:00,ENTER_LONG,False,1980.7,1998.79,1999.272333333333,9.886357159686709,1999.7803333333331,9.292708067200971,1984.442797593803,1985.8412712325317
1876,2025-03-24 04:00:00+00:00,2025-03-24 05:00:00+00:00,EXIT,False,2014.48,1992.11,2000.1676666666665,9.97881578923849,1999.2259999999997,9.916512357342835,1985.1994429828087,1984.3512314639854
1911,2025-03-25 15:00:00+00:00,2025-03-25 16:00:00+00:00,EXIT,False,2076.39,2061.58,2074.3419999999996,15.15731097523569,2074.811,15.428673598206696,2051.6060335371462,2051.66798960269
1914,2025-03-25 18:00:00+00:00,2025-03-25 19:00:00+00:00,EXIT,False,2076.35,2068.55,2072.051,13.764097342966831,2072.5983333333334,14.242330821260337,2051.40485398555,2051.2348371014427
1916,2025-03-25 20:00:00+00:00,2025-03-25 21:00:00+00:00,EXIT,False,2075.64,2062.62,2071.1246666666666,13.561919415120501,2071.347666666667,13.688741282122658,2050.781787543986,2050.814554743483
1921,2025-03-26 01:00:00+00:00,2025-03-26 02:00:00+00:00,EXIT,False,2071.72,2066.15,2067.571,11.333185298052786,2068.422,12.510176497555891,2050.571222052921,2049.6567352536663
1923,2025-03-26 03:00:00+00:00,2025-03-26 04:00:00+00:00,ENTER_LONG,False,2048.5,2074.01,2065.851666666667,10.654725738166857,2067.081,10.709237554560076,2049.8695780594167,2051.01714366816
1927,2025-03-26 07:00:00+00:00,2025-03-26 08:00:00+00:00,EXIT,False,2067.0,2059.12,2062.5023333333334,9.084391626422867,2063.1466666666665,10.018081763602341,2048.875745893699,2048.119544021263
1931,2025-03-26 11:00:00+00:00,2025-03-26 12:00:00+00:00,EXIT,False,2073.11,2062.63,2064.201666666667,7.960175493598654,2063.3006666666665,8.417470298267878,2052.2614034262688,2050.6744612192647
1934,2025-03-26 14:00:00+00:00,2025-03-26 15:00:00+00:00,ENTER_LONG,False,2028.35,2064.64,2064.258333333333,9.681281279986772,2065.165,7.242424893178601,2049.736411413353,2054.301362660232
1959,2025-03-27 15:00:00+00:00,2025-03-27 16:00:00+00:00,EXIT,True,2025.75,2003.34,2023.949333333333,19.616851248069604,2025.210333333333,20.86805317278598,1994.5240564612286,1993.908253574154
1966,2025-03-27 22:00:00+00:00,2025-03-27 23:00:00+00:00,EXIT,False,2018.0,2007.37,2014.5343333333335,10.80670553663583,2014.3433333333335,10.794394327098157,1998.3242750283798,1998.1517418426863
1973,2025-03-28 05:00:00+00:00,2025-03-28 06:00:00+00:00,ENTER_LONG,True,1937.62,1999.84,2012.4186666666667,17.219125168125007,2014.5009999999997,10.52302280715955,1986.5899789144792,1998.7164657892604
2003,2025-03-29 11:00:00+00:00,2025-03-29 12:00:00+00:00,ENTER_LONG,False,1868.79,1877.04,1891.748666666667,13.93868232254718,1894.0430000000003,15.543236288924298,1870.8406431828464,1870.7281455666139
2030,2025-03-30 14:00:00+00:00,2025-03-30 15:00:00+00:00,ENTER_LONG,True,1806.68,1833.75,1837.5296666666666,17.546650674384782,1839.978333333333,18.184799528421763,1811.2096906550894,1812.7011340407003
2033,2025-03-30 17:00:00+00:00,2025-03-30 18:00:00+00:00,ENTER_LONG,False,1795.5,1813.75,1830.6136666666666,14.085214584410434,1833.0566666666666,14.138851281329572,1809.485844790051,1811.8483897446722
2041,2025-03-31 01:00:00+00:00,2025-03-31 02:00:00+00:00,ENTER_LONG,False,1786.42,1807.74,1822.7733333333333,15.163936677378834,1823.8319999999997,13.618932753095333,1800.027428317265,1803.4036008703567
2050,2025-03-31 10:00:00+00:00,2025-03-31 11:00:00+00:00,ENTER_LONG,True,1786.31,1795.54,1815.414,17.195118997358904,1817.0166666666667,16.639464200775475,1789.6213215039616,1792.0574703655034
2052,2025-03-31 12:00:00+00:00,2025-03-31 13:00:00+00:00,EXIT,True,1813.43,1803.57,1813.283,15.928557195594756,1814.1043333333332,16.53854501527333,1789.3901642066078,1789.2965158104232
2104,2025-04-02 16:00:00+00:00,2025-04-02 17:00:00+00:00,EXIT,True,1901.21,1875.75,1885.5986666666665,20.041582394833206,1885.0713333333333,19.830900254120795,1855.5362930744168,1855.3249829521521
2111,2025-04-02 23:00:00+00:00,2025-04-03 00:00:00+00:00,ENTER_LONG,True,1798.05,1867.12,1884.3166666666668,24.435043050686218,1888.2416666666666,19.14787509243663,1847.6641020906375,1859.5198540280117
2123,2025-04-03 11:00:00+00:00,2025-04-03 12:00:00+00:00,ENTER_LONG,True,1793.42,1811.34,1851.599666666666,34.35771009864048,1854.456666666666,32.93515824903365,1800.0631015187053,1805.0539292931155
2127,2025-04-03 15:00:00+00:00,2025-04-03 16:00:00+00:00,ENTER_LONG,True,1757.97,1784.18,1840.0716666666665,43.17167413040895,1843.7333333333331,40.636951848724514,1775.314155471053,1782.7779055602464
2136,2025-04-04 00:00:00+00:00,2025-04-04 01:00:00+00:00,EXIT,True,1817.23,1811.07,1813.771666666667,36.11510903424707,1816.2866666666666,38.79597971726221,1759.5990031152965,1758.0926970907733
2142,2025-04-04 06:00:00+00:00,2025-04-04 07:00:00+00:00,EXIT,True,1806.08,1788.09,1801.0240000000001,20.311301057949645,1800.6619999999998,20.31474052668816,1770.5570484130756,1770.1898892099675
2144,2025-04-04 08:00:00+00:00,2025-04-04 09:00:00+00:00,EXIT,True,1817.93,1800.15,1800.0686666666668,19.680821245285692,1800.3470000000002,19.988100151506803,1770.5474347987383,1770.36484977274
2150,2025-04-04 14:00:00+00:00,2025-04-04 15:00:00+00:00,EXIT,True,1802.06,1788.76,1795.7990000000002,17.922972288843898,1796.2406666666668,18.232402462526846,1768.9145415667344,1768.8920629728766
2152,2025-04-04 16:00:00+00:00,2025-04-04 17:00:00+00:00,EXIT,True,1795.24,1790.13,1794.2123333333332,17.01484600446196,1794.7489999999998,17.290469503939622,1768.6900643266401,1768.8132957440903
2174,2025-04-05 14:00:00+00:00,2025-04-05 15:00:00+00:00,ENTER_LONG,False,1787.04,1797.88,1808.8246666666666,12.797839331526042,1809.8543333333332,12.233927873836006,1789.6279076693777,1791.5034415225791
2176,2025-04-05 16:00:00+00:00,2025-04-05 17:00:00+00:00,ENTER_LONG,False,1782.01,1790.8,1805.9950000000001,12.799205899846518,1807.5749999999998,12.665807185752755,1786.7961911502302,1788.5762892213706
2180,2025-04-05 20:00:00+00:00,2025-04-05 21:00:00+00:00,ENTER_LONG,False,1782.17,1793.21,1805.6233333333332,13.105458743931415,1806.2863333333335,12.385533088603355,1785.9651452174362,1787.7080337004284
2184,2025-04-06 00:00:00+00:00,2025-04-06 01:00:00+00:00,EXIT,False,1806.01,1797.31,1804.9543333333334,12.921415733407676,1805.4656666666667,13.252357194937886,1785.5722097332218,1785.5871308742599
2188,2025-04-06 04:00:00+00:00,2025-04-06 05:00:00+00:00,EXIT,False,1809.81,1804.3,1804.329,12.491536961745993,1804.6086666666667,12.70324334788385,1785.591694557381,1785.5538016448409
2197,2025-04-06 13:00:00+00:00,2025-04-06 14:00:00+00:00,ENTER_LONG,False,1777.98,1789.19,1798.620666666667,11.618374508605843,1799.6733333333334,11.120532761018636,1781.1931049037582,1782.9925341918054
2229,2025-04-07 21:00:00+00:00,2025-04-07 22:00:00+00:00,EXIT,True,1570.94,1545.41,1564.2800000000002,69.90129541002798,1570.9160000000002,79.06731944362348,1459.4280568849583,1452.315020834565
2234,2025-04-08 02:00:00+00:00,2025-04-08 03:00:00+00:00,EXIT,True,1591.32,1544.73,1544.8263333333334,40.58287212468936,1545.9903333333336,42.36152440468696,1483.9520251462993,1482.4480467263031
2249,2025-04-08 17:00:00+00:00,2025-04-08 18:00:00+00:00,ENTER_LONG,True,1486.79,1531.77,1558.9959999999999,27.84401223482947,1559.1480000000001,27.459213559993547,1517.2299816477557,1517.9591796600098
2273,2025-04-09 17:00:00+00:00,2025-04-09 18:00:00+00:00,EXIT,True,1502.62,1485.26,1483.2546666666667,39.60756819374577,1485.3699999999997,42.19540433111959,1423.843314376048,1422.0768935033202
2314,2025-04-11 10:00:00+00:00,2025-04-11 11:00:00+00:00,EXIT,True,1564.0,1551.55,1555.5456666666666,36.04078723551353,1557.312666666667,37.674425537167174,1501.4844858133963,1500.8010283609162
2333,2025-04-12 05:00:00+00:00,2025-04-12 06:00:00+00:00,EXIT,True,1567.52,1554.4,1556.2326666666668,14.897310256851345,1554.8103333333331,15.763536507466267,1533.8867012813898,1531.1650285721337
2359,2025-04-13 07:00:00+00:00,2025-04-13 08:00:00+00:00,EXIT,True,1616.99,1609.28,1612.8573333333334,33.172054095109765,1611.0326666666665,34.37814043190171,1563.0992521906687,1559.465456018814
2361,2025-04-13 09:00:00+00:00,2025-04-13 10:00:00+00:00,EXIT,True,1620.6,1613.5,1617.2459999999996,28.793425360661757,1614.8179999999998,31.364544568668617,1574.055861959007,1567.771183146997
2366,2025-04-13 14:00:00+00:00,2025-04-13 15:00:00+00:00,ENTER_LONG,True,1574.26,1603.04,1623.2546666666665,21.748712411440717,1623.514333333333,21.20182314225726,1590.6315980495053,1591.7115986199472
2370,2025-04-13 18:00:00+00:00,2025-04-13 19:00:00+00:00,EXIT,True,1636.77,1595.69,1624.2463333333335,21.87028569899249,1622.822666666667,22.392595194741396,1591.4409047848449,1589.2337738745548
2378,2025-04-14 02:00:00+00:00,2025-04-14 03:00:00+00:00,EXIT,True,1617.34,1611.85,1613.9596666666664,20.71899023976688,1614.8026666666665,21.3444283023827,1582.881181307016,1582.7860242130923
2402,2025-04-15 02:00:00+00:00,2025-04-15 03:00:00+00:00,EXIT,True,1634.3,1631.09,1632.5773333333334,23.49302420341456,1631.109,24.685772602857707,1597.3377970282115,1594.0803410957133
2404,2025-04-15 04:00:00+00:00,2025-04-15 05:00:00+00:00,EXIT,True,1637.89,1631.72,1635.411,20.89375079619103,1633.9426666666666,22.176404267198553,1604.0703738057134,1600.6780602658687
2408,2025-04-15 08:00:00+00:00,2025-04-15 09:00:00+00:00,EXIT,True,1644.84,1636.75,1640.3026666666665,16.096781237943883,1639.386,16.587826178656847,1616.1574948097507,1614.5042607320147
2413,2025-04-15 13:00:00+00:00,2025-04-15 14:00:00+00:00,EXIT,True,1641.94,1632.05,1641.8713333333333,15.504391148603316,1641.2656666666664,15.841120474539952,1618.6147466104283,1617.5039859548565
2419,2025-04-15 19:00:00+00:00,2025-04-15 20:00:00+00:00,ENTER_LONG,False,1610.49,1616.03,1634.2913333333331,12.575229019341524,1636.5326666666665,14.04017875796302,1615.4284898043209,1615.4723985297219
2428,2025-04-16 04:00:00+00:00,2025-04-16 05:00:00+00:00,ENTER_LONG,True,1591.04,1598.59,1620.292,19.082201724818503,1621.4116666666664,18.302496930443354,1591.6686974127722,1593.9579212710014
2434,2025-04-16 10:00:00+00:00,2025-04-16 11:00:00+00:00,ENTER_LONG,True,1568.28,1575.49,1609.0026666666668,25.68385081892683,1611.3229999999999,25.036260257208273,1570.4768904382765,1573.7686096141874
2442,2025-04-16 18:00:00+00:00,2025-04-16 19:00:00+00:00,ENTER_LONG,True,1545.7,1592.66,1592.8729999999998,21.15145229844357,1595.7513333333334,20.3981366360318,1561.1458215523344,1565.1541283792856
2446,2025-04-16 22:00:00+00:00,2025-04-16 23:00:00+00:00,EXIT,True,1592.03,1573.63,1586.4806666666664,16.338451157383997,1587.4470000000001,17.457096007068305,1561.9729899305903,1561.2613559893975
2449,2025-04-17 01:00:00+00:00,2025-04-17 02:00:00+00:00,EXIT,False,1585.2,1577.14,1583.1799999999998,12.936527354742475,1584.023,13.83359248351636,1563.775208967886,1563.2726112747255
2465,2025-04-17 17:00:00+00:00,2025-04-17 18:00:00+00:00,EXIT,False,1605.38,1583.17,1587.0566666666666,12.56921220902708,1586.2646666666662,12.130605572499475,1568.202848353126,1568.068758307917
2484,2025-04-18 12:00:00+00:00,2025-04-18 13:00:00+00:00,EXIT,False,1590.67,1584.08,1589.0546666666667,9.119773291529162,1589.332,9.28960365139438,1575.375006729373,1575.3975945229085
2490,2025-04-18 18:00:00+00:00,2025-04-18 19:00:00+00:00,EXIT,False,1591.86,1587.4,1587.6073333333334,8.295858377661837,1587.6543333333332,8.323765847793219,1575.1635457668406,1575.1686845616434
2498,2025-04-19 02:00:00+00:00,2025-04-19 03:00:00+00:00,EXIT,False,1590.05,1586.21,1587.3296666666668,4.995289436614806,1587.043,5.0770477970305965,1579.8367325117445,1579.427428304454
2529,2025-04-20 09:00:00+00:00,2025-04-20 10:00:00+00:00,ENTER_LONG,False,1590.04,1597.46,1606.6560000000002,8.384936334482997,1606.732666666667,8.241955242672827,1594.0785954982757,1594.3697338026577
2545,2025-04-21 01:00:00+00:00,2025-04-21 02:00:00+00:00,EXIT,True,1610.09,1587.36,1596.3023333333333,16.311014414260754,1596.4723333333334,16.479535730380544,1571.8358117119421,1571.7530297377625
2563,2025-04-21 19:00:00+00:00,2025-04-21 20:00:00+00:00,ENTER_LONG,True,1567.73,1578.42,1609.302666666667,27.529922500597223,1609.582333333333,27.14612024867561,1568.007782915771,1568.8631529603197
2576,2025-04-22 08:00:00+00:00,2025-04-22 09:00:00+00:00,EXIT,True,1619.21,1583.74,1606.557,29.182023821752566,1606.8713333333333,29.3668246760789,1562.7839642673712,1562.821096319215
2623,2025-04-24 07:00:00+00:00,2025-04-24 08:00:00+00:00,ENTER_LONG,False,1768.19,1769.59,1790.419333333333,12.607728564478046,1789.8553333333332,13.901593130125619,1771.507740486616,1769.0029436381449
2641,2025-04-25 01:00:00+00:00,2025-04-25 02:00:00+00:00,EXIT,True,1774.15,1769.65,1769.1100000000001,16.277190789568078,1769.912,17.07875920551607,1744.694213815648,1744.293861191726
2645,2025-04-25 05:00:00+00:00,2025-04-25 06:00:00+00:00,EXIT,False,1766.0,1760.89,1764.4703333333334,13.317484868481069,1765.7176666666667,15.042964619899756,1744.4941060306119,1743.153219736817
2680,2025-04-26 16:00:00+00:00,2025-04-26 17:00:00+00:00,EXIT,False,1800.2,1792.2,1794.8913333333328,10.360749565333393,1794.488333333333,10.381532026739734,1779.3502089853328,1778.9160352932233
2697,2025-04-27 09:00:00+00:00,2025-04-27 10:00:00+00:00,EXIT,False,1810.09,1803.76,1804.0196666666666,10.62012318928342,1803.9496666666666,10.58674973204188,1788.0894818827414,1788.0695420686038
2708,2025-04-27 20:00:00+00:00,2025-04-27 21:00:00+00:00,EXIT,False,1808.01,1803.39,1805.5610000000001,9.662991376035338,1804.9746666666667,10.023540204050768,1791.0665129359472,1789.9393563605906
2713,2025-04-28 01:00:00+00:00,2025-04-28 02:00:00+00:00,ENTER_LONG,False,1773.59,1791.29,1804.306,11.391369715710235,1805.2793333333332,9.871344701823675,1787.2189454264346,1790.4723162805976
2719,2025-04-28 07:00:00+00:00,2025-04-28 08:00:00+00:00,EXIT,False,1804.69,1795.8,1797.6173333333338,11.451552131576848,1798.8620000000003,13.916570315035713,1780.4400051359685,1777.9871445274468
2728,2025-04-28 16:00:00+00:00,2025-04-28 17:00:00+00:00,ENTER_LONG,False,1763.28,1781.92,1795.558,13.664211990939453,1797.137,12.533186120589352,1775.0616820135908,1778.3372208191158
2732,2025-04-28 20:00:00+00:00,2025-04-28 21:00:00+00:00,EXIT,True,1797.17,1778.2,1792.0559999999998,15.55512640042933,1792.082333333333,15.564427537033149,1768.7233103993558,1768.7356920277834
2734,2025-04-28 22:00:00+00:00,2025-04-28 23:00:00+00:00,EXIT,True,1793.45,1785.83,1791.6823333333332,15.568344310027186,1791.696,15.57006992063085,1768.3298168682925,1768.3408951190536
2765,2025-04-30 05:00:00+00:00,2025-04-30 06:00:00+00:00,EXIT,False,1811.91,1808.91,1811.1830000000002,12.65844438836515,1810.848666666667,12.766819424673555,1792.1953334174525,1791.6984375296568
2772,2025-04-30 12:00:00+00:00,2025-04-30 13:00:00+00:00,EXIT,False,1815.7,1807.53,1812.7933333333333,11.466978484132422,1812.0996666666665,11.891724428731484,1795.5928656071346,1794.2620800235693
2773,2025-04-30 13:00:00+00:00,2025-04-30 14:00:00+00:00,ENTER_LONG,False,1775.46,1815.7,1811.271,13.164979642977052,1812.7933333333333,11.466978484132422,1791.5235305355343,1795.5928656071346
2785,2025-05-01 01:00:00+00:00,2025-05-01 02:00:00+00:00,EXIT,True,1797.75,1793.61,1793.516,17.614572679082144,1794.4436666666668,18.522555166307082,1767.0941409813768,1766.6598339172062
2821,2025-05-02 13:00:00+00:00,2025-05-02 14:00:00+00:00,EXIT,False,1841.23,1833.39,1838.2306666666668,12.843236854036796,1837.0743333333335,14.02812785877796,1818.9658113856117,1816.0321415451665
2823,2025-05-02 15:00:00+00:00,2025-05-02 16:00:00+00:00,EXIT,False,1848.9,1833.82,1840.0403333333334,11.260347680639745,1839.004666666667,11.81311410631798,1823.1498118123739,1821.28499550719
2829,2025-05-02 21:00:00+00:00,2025-05-02 22:00:00+00:00,EXIT,False,1846.81,1839.68,1841.5756666666666,10.392393591254878,1841.635,10.42713183638402,1825.9870762797843,1825.994302245424
2832,2025-05-03 00:00:00+00:00,2025-05-03 01:00:00+00:00,EXIT,False,1842.2,1835.2,1839.780333333333,9.184513953147192,1840.2439999999997,9.635027278978844,1826.003562403612,1825.7914590815315
2843,2025-05-03 11:00:00+00:00,2025-05-03 12:00:00+00:00,ENTER_LONG,False,1819.45,1827.4,1834.7163333333338,9.337987464592608,1835.4510000000002,8.96766389126324,1820.7093521364447,1821.9995041631055
2846,2025-05-03 14:00:00+00:00,2025-05-03 15:00:00+00:00,EXIT,False,1835.2,1829.59,1834.9909999999998,8.946963488618161,1834.361666666667,9.553577718437325,1821.5705547670725,1820.031300089011
2852,2025-05-03 20:00:00+00:00,2025-05-03 21:00:00+00:00,EXIT,False,1838.21,1825.93,1835.0873333333332,8.696370865034572,1834.9409999999996,8.679513561638498,1822.0427770357812,1821.9217296575418
2857,2025-05-04 01:00:00+00:00,2025-05-04 02:00:00+00:00,EXIT,False,1836.6,1833.52,1833.3819999999994,6.513110060997481,1833.7959999999994,7.074997573615599,1823.6123349085033,1823.183503639576
2862,2025-05-04 06:00:00+00:00,2025-05-04 07:00:00+00:00,EXIT,False,1845.74,1830.63,1832.666,6.108217743335607,1832.5479999999998,5.884611796881758,1823.5036733849965,1823.721082304677
2877,2025-05-04 21:00:00+00:00,2025-05-04 22:00:00+00:00,EXIT,False,1836.17,1828.4,1832.8683333333333,6.110186621990826,1832.836,6.095177656694411,1823.703053400347,1823.6932335149584
2879,2025-05-04 23:00:00+00:00,2025-05-05 00:00:00+00:00,ENTER_LONG,False,1818.02,1835.41,1832.5946666666666,6.605043897574715,1832.8976666666667,6.120197536753942,1822.6871008203045,1823.7173703615358
2888,2025-05-05 08:00:00+00:00,2025-05-05 09:00:00+00:00,EXIT,False,1826.59,1820.36,1824.6153333333336,13.234714386373783,1824.9803333333336,13.43364048035959,1804.763261753773,1804.8298726127944
2899,2025-05-05 19:00:00+00:00,2025-05-05 20:00:00+00:00,EXIT,False,1822.61,1814.51,1816.4016666666669,12.336360101567866,1816.654,12.536562952686305,1797.897126514315,1797.8491555709707
2902,2025-05-05 22:00:00+00:00,2025-05-05 23:00:00+00:00,EXIT,False,1816.75,1808.97,1814.9026666666666,11.620252129603537,1815.371,11.963333245100769,1797.4722884722614,1797.426000132349
2914,2025-05-06 10:00:00+00:00,2025-05-06 11:00:00+00:00,ENTER_LONG,False,1798.0,1801.68,1810.9896666666668,8.633100826984961,1810.8733333333332,8.828655742649714,1798.0400154261895,1797.6303497193587
2927,2025-05-06 23:00:00+00:00,2025-05-07 00:00:00+00:00,EXIT,True,1811.11,1775.81,1795.6256666666666,19.653832990595546,1795.5249999999999,19.58186707986072,1766.1449171807733,1766.1521993802087
2951,2025-05-07 23:00:00+00:00,2025-05-08 00:00:00+00:00,EXIT,True,1817.12,1802.73,1815.2183333333337,21.082828096713115,1813.415,23.06372227113396,1783.594091188264,1778.8194165932991
2953,2025-05-08 01:00:00+00:00,2025-05-08 02:00:00+00:00,EXIT,True,1827.13,1811.11,1817.8883333333333,18.638543770608507,1816.6546666666668,19.20232047320209,1789.9305176774205,1787.8511859568637
3043,2025-05-11 19:00:00+00:00,2025-05-11 20:00:00+00:00,EXIT,True,2504.7,2491.45,2503.3493333333327,39.63679905789004,2500.1353333333327,43.15040947919518,2443.8941347464975,2435.40971911454
3048,2025-05-12 00:00:00+00:00,2025-05-12 01:00:00+00:00,EXIT,True,2514.57,2503.51,2514.128333333333,29.860420524314236,2512.3503333333333,31.33291214078609,2469.3377025468617,2465.3509651221543
3051,2025-05-12 03:00:00+00:00,2025-05-12 04:00:00+00:00,EXIT,True,2522.85,2505.45,2516.601666666667,29.393864221787634,2515.5406666666668,29.72181353073116,2472.5108703339856,2470.95794637057
3055,2025-05-12 07:00:00+00:00,2025-05-12 08:00:00+00:00,EXIT,True,2517.69,2497.69,2510.4506666666666,23.08743697819707,2511.331666666667,23.838920289215167,2475.819511199371,2475.573286232844
3067,2025-05-12 19:00:00+00:00,2025-05-12 20:00:00+00:00,ENTER_LONG,True,2435.05,2476.38,2511.291,31.611403253678315,2513.977,28.26548155731059,2463.8738951194828,2471.578777664034
3074,2025-05-13 02:00:00+00:00,2025-05-13 03:00:00+00:00,ENTER_LONG,True,2453.11,2463.15,2508.9733333333334,33.566476364902414,2510.8036666666667,31.927492487753444,2458.62361878598,2462.9124279350367
3084,2025-05-13 12:00:00+00:00,2025-05-13 13:00:00+00:00,EXIT,True,2513.39,2482.41,2491.6523333333334,41.35527694529707,2491.129,41.17583387943302,2429.6194179153877,2429.3652491808502
3108,2025-05-14 12:00:00+00:00,2025-05-14 13:00:00+00:00,EXIT,True,2624.94,2595.83,2602.936333333333,78.97707952240883,2597.0966666666664,83.48257560047419,2484.47071404972,2471.872803265955
3128,2025-05-15 08:00:00+00:00,2025-05-15 09:00:00+00:00,ENTER_LONG,True,2531.0,2573.64,2607.584666666667,31.920407759857298,2612.2746666666667,30.633889048278284,2559.704055026881,2566.3238330942495
3130,2025-05-15 10:00:00+00:00,2025-05-15 11:00:00+00:00,ENTER_LONG,True,2539.3,2564.44,2601.539,33.422995811267455,2605.1230000000005,32.302850044539454,2551.404506283099,2556.6687249331912
3134,2025-05-15 14:00:00+00:00,2025-05-15 15:00:00+00:00,ENTER_LONG,True,2531.3,2553.0,2585.5320000000006,26.691933662937668,2589.180666666667,26.51000992497404,2545.494099505594,2549.415651779206
3137,2025-05-15 17:00:00+00:00,2025-05-15 18:00:00+00:00,EXIT,True,2599.02,2563.76,2580.933333333333,30.524972108459338,2580.8269999999998,30.46728389053847,2535.145875170644,2535.1260741641922
